brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
Lenovo,AMD,Ryzen 7,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,Yes,84988,Bad Rating,0,0
HP,AMD,Ryzen 5,Not Available,16 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,98020,Bad Rating,0,0
ASUS,Intel,Pentium Quad,Not Available,4 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,1 year,No,No,25990,Bad Rating,4741,658
ASUS,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,132790,Bad Rating,0,0
ASUS,AMD,Ryzen 9,Not Available,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,8 GB,Casual,1 year,No,Yes,199990,Good Rating,9,2
DELL,Intel,Core i7,8th,16 GB,DDR3,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,121890,Bad Rating,3,0
DELL,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,69490,Bad Rating,0,0
MSI,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,No warranty,No,No,64990,Good Rating,469,80
acer,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,64-bit Windows,2 GB,Casual,1 year,No,No,56491,Bad Rating,30,6
MSI,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,57990,Good Rating,15,0
ASUS,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,44990,Bad Rating,0,0
MSI,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,2 years,No,No,76990,Good Rating,75,17
ASUS,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,49990,Good Rating,14,2
APPLE,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,64-bit Mac,0 GB,Casual,1 year,No,No,125990,Good Rating,399,45
DELL,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,82990,Bad Rating,15,3
ASUS,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,6 GB,Gaming,1 year,No,Yes,89990,Good Rating,124,17
DELL,AMD,Ryzen 3,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,40590,Bad Rating,0,0
Lenovo,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,32-bit Windows,2 GB,Casual,1 year,No,Yes,70990,Good Rating,11,3
ASUS,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,87990,Bad Rating,0,0
HP,AMD,Ryzen 5,Not Available,4 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,52990,Good Rating,698,74
DELL,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,73990,Good Rating,195,17
ASUS,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,47990,Good Rating,1625,152
ASUS,Intel,Pentium Quad,Not Available,4 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,33990,Good Rating,6,0
ASUS,Intel,Pentium Quad,Not Available,4 GB,LPDDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,27990,Bad Rating,0,0
Lenovo,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,Yes,59990,Good Rating,26,4
HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,94000,Bad Rating,0,0
Lenovo,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,Yes,91999,Good Rating,16,2
ASUS,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,32-bit Windows,0 GB,Casual,1 year,Yes,Yes,63990,Good Rating,10,1
ASUS,AMD,Ryzen 7,Not Available,4 GB,DDR4,1024 GB,0 GB,32-bit Windows,4 GB,Gaming,No warranty,No,No,95990,Good Rating,57,3
DELL,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,98920,Bad Rating,0,0
Lenovo,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,4 GB,Gaming,No warranty,No,No,74999,Good Rating,268,25
DELL,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,ThinNlight,3 years,No,No,71990,Bad Rating,0,0
MSI,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,No warranty,No,No,86990,Bad Rating,0,0
DELL,AMD,Ryzen 3,Not Available,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,36990,Good Rating,137,15
ASUS,AMD,Ryzen 9,Not Available,4 GB,LPDDR4X,1024 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,Yes,Yes,124990,Good Rating,44,12
ASUS,AMD,Ryzen 7,Not Available,4 GB,DDR5,512 GB,0 GB,32-bit Windows,4 GB,Casual,1 year,No,No,111990,Bad Rating,0,0
ASUS,AMD,Ryzen 7,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,No warranty,No,No,71990,Good Rating,1810,235
APPLE,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,64-bit Mac,0 GB,Casual,1 year,No,No,225990,Good Rating,42,8
Lenovo,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,Yes,Yes,77990,Bad Rating,0,0
acer,AMD,Ryzen 3,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,No,36990,Good Rating,11,2
DELL,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,59490,Bad Rating,0,0
DELL,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,93955,Good Rating,4,0
ASUS,Intel,Core i7,10th,16 GB,DDR4,0 GB,1024 GB,64-bit Windows,2 GB,Casual,No warranty,No,No,93990,Bad Rating,0,0
HP,Intel,Core i3,8th,4 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,54238,Good Rating,71,8
HP,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,74490,Good Rating,10,0
Lenovo,Intel,Core i3,10th,8 GB,DDR4,0 GB,1024 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,38999,Bad Rating,7,2
ASUS,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,94990,Bad Rating,0,0
Lenovo,Intel,Core i3,10th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,37990,Good Rating,286,36
ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,32-bit Windows,4 GB,Casual,1 year,No,No,194990,Bad Rating,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,LPDDR4,0 GB,512 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,20490,Bad Rating,637,91
DELL,AMD,Ryzen 3,Not Available,8 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,37390,Good Rating,38,5
ASUS,AMD,Ryzen 5,Not Available,4 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,Yes,No,91990,Bad Rating,0,0
HP,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,73999,Good Rating,206,27
MSI,AMD,Ryzen 7,Not Available,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,8 GB,Casual,1 year,No,No,99990,Good Rating,108,24
DELL,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,45990,Good Rating,184,29
Lenovo,Intel,Core i7,9th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,4 GB,ThinNlight,No warranty,No,No,229900,Bad Rating,0,0
HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,55999,Good Rating,5,1
Lenovo,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,8 GB,Casual,1 year,No,Yes,234990,Bad Rating,0,0
DELL,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,2 GB,Casual,1 year,No,No,69900,Bad Rating,0,0
MSI,Intel,Core i7,12th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,6 GB,Casual,No warranty,No,No,139990,Good Rating,4,2
HP,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,51890,Good Rating,519,48
Lenovo,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,Casual,2 years,No,Yes,49490,Good Rating,365,35
ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,76990,Bad Rating,0,0
HP,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,No,78000,Good Rating,512,85
DELL,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,60990,Good Rating,183,42
Lenovo,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,2 years,No,Yes,52990,Good Rating,300,24
ASUS,Intel,Celeron Dual,Not Available,4 GB,DDR4,0 GB,512 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,26990,Bad Rating,0,0
DELL,AMD,Ryzen 3,Not Available,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,40590,Bad Rating,0,0
ASUS,AMD,Ryzen 5,Not Available,4 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,Casual,1 year,No,Yes,62990,Good Rating,165,34
APPLE,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,64-bit Mac,0 GB,Casual,1 year,No,No,128990,Good Rating,45,4
ASUS,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,6 GB,Casual,1 year,Yes,No,224990,Good Rating,9,0
DELL,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,59490,Good Rating,74,18
ASUS,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,39990,Good Rating,2551,297
HP,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,6 GB,Casual,1 year,No,Yes,136990,Bad Rating,0,0
ASUS,Intel,Core i5,10th,8 GB,DDR4,1024 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,77990,Good Rating,187,26
HP,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Gaming,1 year,No,Yes,90190,Good Rating,6,1
DELL,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,42990,Good Rating,17,2
ASUS,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,37990,Good Rating,284,39
DELL,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,32-bit DOS,4 GB,Casual,1 year,No,No,68090,Bad Rating,23,4
DELL,Intel,Core i3,10th,8 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,39490,Good Rating,1917,189
ASUS,Intel,Core i3,10th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,33980,Good Rating,67,3
ASUS,AMD,Ryzen 5,Not Available,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,Casual,1 year,No,No,54990,Good Rating,49,6
Lenovo,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,32-bit Windows,0 GB,ThinNlight,2 years,No,Yes,48490,Good Rating,126,13
Lenovo,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,85990,Good Rating,77,10
MSI,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,No,79990,Good Rating,11,4
DELL,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,69490,Good Rating,72,7
DELL,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,48990,Bad Rating,470,46
acer,AMD,Ryzen 5,Not Available,8 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,53990,Good Rating,7,0
Avita,Intel,Core i5,7th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,65556,Bad Rating,0,0
ASUS,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,6 GB,Gaming,1 year,No,No,139990,Bad Rating,0,0
DELL,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,99990,Bad Rating,0,0
Lenovo,Intel,Core i3,10th,8 GB,DDR4,0 GB,1024 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,38990,Bad Rating,0,0
Lenovo,Intel,Core i3,10th,4 GB,DDR4,256 GB,0 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,40990,Bad Rating,3,0
DELL,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,Casual,1 year,No,Yes,58990,Good Rating,114,9
HP,AMD,Ryzen 3,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,41490,Good Rating,153,21
DELL,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,45930,Bad Rating,0,0
ASUS,AMD,Ryzen 9,Not Available,16 GB,LPDDR4X,1024 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,Yes,Yes,114990,Good Rating,32,6
MSI,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,No,104990,Good Rating,85,9
acer,Intel,Celeron Dual,Not Available,4 GB,DDR4,0 GB,512 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,23990,Bad Rating,61,4
ASUS,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,35990,Bad Rating,0,0
ASUS,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,38000,Good Rating,7,0
DELL,Intel,Core i3,10th,4 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,36990,Good Rating,1178,137
Lenovo,Intel,Core i7,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Gaming,No warranty,No,No,79990,Good Rating,5,2
ASUS,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,85990,Bad Rating,0,0
DELL,Intel,Core i3,10th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,46390,Bad Rating,95,5
HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,53990,Good Rating,206,17
ASUS,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,No,38490,Bad Rating,19,3
ASUS,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,73990,Good Rating,32,6
Lenovo,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,32-bit Windows,0 GB,Casual,1 year,No,No,59900,Bad Rating,3,0
HP,AMD,Ryzen 5,Not Available,16 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,59999,Good Rating,19,1
ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,84990,Good Rating,10,2
ASUS,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,No,58990,Good Rating,88,13
MSI,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,55490,Bad Rating,8,1
DELL,AMD,Ryzen 5,Not Available,4 GB,DDR4,1024 GB,0 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,57900,Good Rating,3,1
Lenovo,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,65990,Good Rating,241,19
DELL,Intel,Core i5,11th,4 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,55790,Good Rating,41,4
ASUS,AMD,Ryzen 9,Not Available,4 GB,DDR4,1024 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,149990,Bad Rating,0,0
ASUS,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,74990,Bad Rating,0,0
DELL,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,32-bit DOS,0 GB,ThinNlight,1 year,No,No,139990,Bad Rating,0,0
acer,Intel,Core i3,11th,4 GB,DDR4,0 GB,1024 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,36999,Bad Rating,0,0
HP,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,8 GB,Casual,1 year,No,Yes,171990,Bad Rating,0,0
DELL,AMD,Ryzen 5,Not Available,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,49490,Good Rating,31,3
Lenovo,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,74990,Bad Rating,3,1
HP,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,32-bit Windows,4 GB,Casual,No warranty,No,No,68100,Bad Rating,0,0
DELL,Intel,Core i5,8th,8 GB,DDR4,0 GB,2048 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,62317,Good Rating,377,53
HP,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,No,41250,Good Rating,117,11
ASUS,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,154990,Good Rating,3,0
DELL,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,70190,Bad Rating,6,3
Lenovo,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,38999,Bad Rating,65,5
MSI,AMD,Ryzen 9,Not Available,4 GB,DDR4,1024 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,146990,Bad Rating,0,0
ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,32-bit Windows,6 GB,Casual,No warranty,No,No,120980,Bad Rating,0,0
Lenovo,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,43990,Bad Rating,0,0
HP,Intel,Core i5,8th,8 GB,DDR4,128 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,76012,Good Rating,129,16
Lenovo,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,38990,Good Rating,33,4
ASUS,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,78990,Good Rating,35,4
ASUS,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,56990,Bad Rating,0,0
Lenovo,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,4 GB,Casual,1 year,No,Yes,60990,Good Rating,131,17
Lenovo,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,Yes,Yes,82990,Bad Rating,0,0
ASUS,Intel,Core i3,11th,8 GB,LPDDR4X,512 GB,0 GB,32-bit Windows,0 GB,Casual,1 year,Yes,Yes,51990,Good Rating,6,2
ASUS,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,No,99990,Good Rating,35,6
ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,64-bit Windows,6 GB,Casual,1 year,No,No,131500,Bad Rating,0,0
ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,No,Yes,53190,Good Rating,11,0
ASUS,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,73490,Good Rating,213,45
ASUS,Intel,Celeron Dual,Not Available,4 GB,DDR4,0 GB,512 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,22990,Bad Rating,0,0
HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Gaming,1 year,No,Yes,77990,Bad Rating,0,0
APPLE,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,64-bit Mac,0 GB,Casual,1 year,No,No,112990,Good Rating,640,70
Lenovo,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Gaming,No warranty,No,No,60990,Bad Rating,14,6
Lenovo,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,No,Yes,70990,Good Rating,67,4
ASUS,Intel,Core i3,11th,8 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,1 year,No,No,38680,Bad Rating,17,1
ASUS,AMD,Ryzen 9,Not Available,4 GB,DDR4,1024 GB,0 GB,32-bit Windows,6 GB,Casual,No warranty,No,No,138990,Bad Rating,0,0
HP,AMD,Ryzen 3,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,43490,Good Rating,163,33
Avita,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,73990,Bad Rating,0,0
ASUS,AMD,Ryzen 9,Not Available,4 GB,LPDDR4X,1024 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,Yes,Yes,124990,Good Rating,3,0
MSI,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,1 year,No,No,109990,Good Rating,138,30
HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,Yes,58340,Good Rating,69,6
ASUS,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,165990,Bad Rating,0,0
ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,32-bit Windows,6 GB,Casual,1 year,No,No,157249,Good Rating,7,0
ASUS,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,Yes,62450,Good Rating,172,36
ASUS,Intel,Celeron Dual,Not Available,4 GB,LPDDR4,0 GB,512 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,17990,Bad Rating,1180,148
HP,AMD,Ryzen 7,Not Available,4 GB,DDR4,1024 GB,0 GB,64-bit Windows,8 GB,Casual,1 year,No,No,159990,Good Rating,17,2
DELL,AMD,Ryzen 5,Not Available,4 GB,DDR4,512 GB,0 GB,64-bit Windows,6 GB,Casual,No warranty,No,No,76190,Good Rating,358,64
acer,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,64-bit Windows,0 GB,Casual,No warranty,No,No,62490,Bad Rating,8,0
Lenovo,AMD,Ryzen 5,Not Available,8 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Casual,No warranty,No,No,69990,Good Rating,9,0
ASUS,Intel,Core i7,8th,16 GB,LPDDR3,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,1 year,No,No,85990,Good Rating,18,0
MSI,Intel,Core i3,10th,4 GB,DDR4,256 GB,0 GB,64-bit Windows,0 GB,ThinNlight,No warranty,No,No,38990,Good Rating,53,11
DELL,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,2 GB,Casual,No warranty,No,No,71695,Good Rating,153,16
ASUS,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,64-bit Windows,0 GB,Casual,1 year,Yes,No,119990,Good Rating,8,1
ASUS,AMD,Ryzen 7,Not Available,16 GB,DDR4,512 GB,0 GB,64-bit Windows,4 GB,Gaming,No warranty,No,No,82990,Good Rating,1067,145
HP,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,64-bit Windows,0 GB,Casual,No warranty,Yes,No,97990,Good Rating,3,1
ASUS,Intel,Celeron Dual,Not Available,4 GB,DDR4,0 GB,1024 GB,64-bit Windows,0 GB,Casual,1 year,No,No,23990,Bad Rating,15279,1947
Lenovo,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,0 GB,ThinNlight,3 years,No,No,147000,Bad Rating,0,0
HP,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,64-bit Windows,4 GB,Gaming,1 year,No,Yes,71990,Good Rating,127,20
ASUS,Intel,Core i3,11th,8 GB,DDR4,0 GB,1024 GB,32-bit Windows,0 GB,Casual,No warranty,No,No,41500,Bad Rating,4,0
DELL,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,64-bit Windows,2 GB,Casual,1 year,Yes,Yes,79990,Good Rating,23,2
